index,pack,rarity,card_name,img_src
115/SV-P,svpromo-200,PROMO,キョジオーンex,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10015.jpg
116/SV-P,svpromo-200,PROMO,ポリゴン2,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10016.jpg
117/SV-P,svpromo-200,PROMO,レホール,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10017.jpg
118/SV-P,svpromo-200,PROMO,ポピー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10018.jpg
119/SV-P,svpromo-200,PROMO,ラティアス,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10019.jpg
120/SV-P,svpromo-200,PROMO,ピカチュウ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10020.jpg
121/SV-P,svpromo-200,PROMO,ウパー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10021.jpg
122/SV-P,svpromo-200,PROMO,ヌオー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10022.jpg
123/SV-P,svpromo-200,PROMO,クレッフィ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10023.jpg
124/SV-P,svpromo-200,PROMO,カラミンゴex,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10024.jpg
125/SV-P,svpromo-200,PROMO,ネストボール,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10025.jpg
126/SV-P,svpromo-200,PROMO,ポケモンいれかえ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10026.jpg
127/SV-P,svpromo-200,PROMO,タイム,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10027.jpg
128/SV-P,svpromo-200,PROMO,チリ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10028.jpg
129/SV-P,svpromo-200,PROMO,パチリス,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10029.jpg
130/SV-P,svpromo-200,PROMO,キバナ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10030.jpg
131/SV-P,svpromo-200,PROMO,ソーナンス,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10031.jpg
132/SV-P,svpromo-200,PROMO,ダストダス,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10032.jpg
133/SV-P,svpromo-200,PROMO,カプ・テテフGX,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10033.jpg
134/SV-P,svpromo-200,PROMO,カイリューEX,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10034.jpg
135/SV-P,svpromo-200,PROMO,トレーナーズポスト,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10035.jpg
136/SV-P,svpromo-200,PROMO,バトルコンプレッサー(フレア団ギア),https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10036.jpg
137/SV-P,svpromo-200,PROMO,バトルサーチャー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10037.jpg
138/SV-P,svpromo-200,PROMO,かるいし,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10038.jpg
139/SV-P,svpromo-200,PROMO,ミツル,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10039.jpg
140/SV-P,svpromo-200,PROMO,サイレントラボ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10040.jpg
141/SV-P,svpromo-200,PROMO,スカイフィールド,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10041.jpg
142/SV-P,svpromo-200,PROMO,ダブルドラゴンエネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10042.jpg
143/SV-P,svpromo-200,PROMO,エネルギーシール,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10043.jpg
144/SV-P,svpromo-200,PROMO,スナッチアーム,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10044.jpg
145/SV-P,svpromo-200,PROMO,勇気のおまもり,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10045.jpg
146/SV-P,svpromo-200,PROMO,ワザマシン エヴォリューション,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10046.jpg
147/SV-P,svpromo-200,PROMO,マツバの確信,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10047.jpg
148/SV-P,svpromo-200,PROMO,オーガポンみどりのめん,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10048.jpg
149/SV-P,svpromo-200,PROMO,鬼の仮面,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10049.jpg
150/SV-P,svpromo-200,PROMO,なかよしポフィン,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10050.jpg
151/SV-P,svpromo-200,PROMO,ミライドン,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10051.jpg
152/SV-P,svpromo-200,PROMO,コライドン,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10052.jpg
153/SV-P,svpromo-200,PROMO,ネモ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10053.jpg
154/SV-P,svpromo-200,PROMO,ネモ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10054.jpg
155/SV-P,svpromo-200,PROMO,タイカイデンex,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10055.jpg
156/SV-P,svpromo-200,PROMO,ミミッキュ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10056.jpg
157/SV-P,svpromo-200,PROMO,ズルッグ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10057.jpg
158/SV-P,svpromo-200,PROMO,ズルズキン,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10058.jpg
159/SV-P,svpromo-200,PROMO,ふしぎなアメ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10059.jpg
160/SV-P,svpromo-200,PROMO,ロトりぼう,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10060.jpg
161/SV-P,svpromo-200,PROMO,ナンジャモ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10061.jpg
162/SV-P,svpromo-200,PROMO,ザルード,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10062.jpg
163/SV-P,svpromo-200,PROMO,ヤンヤンマ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10063.jpg
164/SV-P,svpromo-200,PROMO,メガヤンマ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10064.jpg
165/SV-P,svpromo-200,PROMO,ミガルーサex,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10065.jpg
166/SV-P,svpromo-200,PROMO,メタモン,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10066.jpg
167/SV-P,svpromo-200,PROMO,すごいつりざお,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10067.jpg
168/SV-P,svpromo-200,PROMO,博士の研究[オーリム博士],https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10068.jpg
169/SV-P,svpromo-200,PROMO,博士の研究[フトゥー博士],https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10069.jpg
170/SV-P,svpromo-200,PROMO,ビリオとネア,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10070.jpg
171/SV-P,svpromo-200,PROMO,ゼイユ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10071.jpg
172/SV-P,svpromo-200,PROMO,ガルーラ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10072.jpg
173/SV-P,svpromo-200,PROMO,ヨルノズク,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10073.jpg
174/SV-P,svpromo-200,PROMO,おいわいファンファーレ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10074.jpg
175/SV-P,svpromo-200,PROMO,基本草エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10075.jpg
176/SV-P,svpromo-200,PROMO,基本炎エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10076.jpg
177/SV-P,svpromo-200,PROMO,基本水エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10077.jpg
178/SV-P,svpromo-200,PROMO,基本雷エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10078.jpg
179/SV-P,svpromo-200,PROMO,基本超エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10079.jpg
180/SV-P,svpromo-200,PROMO,基本闘エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10080.jpg
181/SV-P,svpromo-200,PROMO,基本悪エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10081.jpg
182/SV-P,svpromo-200,PROMO,基本鋼エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10082.jpg
183/SV-P,svpromo-200,PROMO,アローラナッシーex,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10083.jpg
184/SV-P,svpromo-200,PROMO,ベラカスex,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10084.jpg
185/SV-P,svpromo-200,PROMO,テツノツツミ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10085.jpg
186/SV-P,svpromo-200,PROMO,ヒポポタス,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10086.jpg
187/SV-P,svpromo-200,PROMO,カバルドン,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10087.jpg
188/SV-P,svpromo-200,PROMO,ボスの指令[ゲーチス],https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10088.jpg
189/SV-P,svpromo-200,PROMO,わざマシンマシン,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10089.jpg
190/SV-P,svpromo-200,PROMO,ジェットエネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10090.jpg
191/SV-P,svpromo-200,PROMO,アカマツ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10091.jpg
192/SV-P,svpromo-200,PROMO,ニャース,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10092.jpg
193/SV-P,svpromo-200,PROMO,パルデアウパー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10093.jpg
194/SV-P,svpromo-200,PROMO,スイクン,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10094.jpg
195/SV-P,svpromo-200,PROMO,ジュラルドン,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10095.jpg
196/SV-P,svpromo-200,PROMO,イーブイ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10096.jpg
197/SV-P,svpromo-200,PROMO,ピカチュウ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10097.jpg
199/SV-P,svpromo-200,PROMO,リーリエのキュワワー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10099.jpg
200/SV-P,svpromo-200,PROMO,Nのゾロア,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-200/10100.jpg
001/SV-P,svpromo-100,PROMO,ピカチュウ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10001.jpg
002/SV-P,svpromo-100,PROMO,ワナイダー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10002.jpg
003/SV-P,svpromo-100,PROMO,ウインディ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10003.jpg
004/SV-P,svpromo-100,PROMO,ヘイラッシャ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10004.jpg
005/SV-P,svpromo-100,PROMO,ミライドン,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10005.jpg
006/SV-P,svpromo-100,PROMO,クエスパトラ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10006.jpg
007/SV-P,svpromo-100,PROMO,コライドン,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10007.jpg
008/SV-P,svpromo-100,PROMO,パフュートン,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10008.jpg
009/SV-P,svpromo-100,PROMO,モトトカゲex,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10009.jpg
010/SV-P,svpromo-100,PROMO,モンスターボール,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10010.jpg
011/SV-P,svpromo-100,PROMO,ポケモンいれかえ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10011.jpg
012/SV-P,svpromo-100,PROMO,ネモ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10012.jpg
013/SV-P,svpromo-100,PROMO,ロトム,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10013.jpg
014/SV-P,svpromo-100,PROMO,クラッシュハンマー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10014.jpg
015/SV-P,svpromo-100,PROMO,ネストボール,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10015.jpg
016/SV-P,svpromo-100,PROMO,ふしぎなアメ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10016.jpg
017/SV-P,svpromo-100,PROMO,ポケモンいれかえ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10017.jpg
018/SV-P,svpromo-100,PROMO,学習装置,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10018.jpg
019/SV-P,svpromo-100,PROMO,げんきのハチマキ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10019.jpg
020/SV-P,svpromo-100,PROMO,ジニア,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10020.jpg
021/SV-P,svpromo-100,PROMO,博士の研究[オーリム博士],https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10021.jpg
022/SV-P,svpromo-100,PROMO,博士の研究[フトゥー博士],https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10022.jpg
023/SV-P,svpromo-100,PROMO,ミニーブ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10023.jpg
024/SV-P,svpromo-100,PROMO,ガーディ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10024.jpg
025/SV-P,svpromo-100,PROMO,モココ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10025.jpg
026/SV-P,svpromo-100,PROMO,ハカドッグ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10026.jpg
027/SV-P,svpromo-100,PROMO,ガケガニex,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10027.jpg
028/SV-P,svpromo-100,PROMO,ブロロン,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10028.jpg
029/SV-P,svpromo-100,PROMO,コルサ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10029.jpg
030/SV-P,svpromo-100,PROMO,ペパー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10030.jpg
031/SV-P,svpromo-100,PROMO,イーブイ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10031.jpg
032/SV-P,svpromo-100,PROMO,イーブイ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10032.jpg
033/SV-P,svpromo-100,PROMO,イーブイ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10033.jpg
034/SV-P,svpromo-100,PROMO,ルチャブル,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10034.jpg
035/SV-P,svpromo-100,PROMO,パモ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10035.jpg
036/SV-P,svpromo-100,PROMO,カルボウ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10036.jpg
037/SV-P,svpromo-100,PROMO,基本草エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10037.jpg
038/SV-P,card_image,PROMO,基本炎エネルギー,https://img.yuyu-tei.jp/card_image/noimage_100_140.jpg
039/SV-P,svpromo-100,PROMO,基本水エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10039.jpg
040/SV-P,svpromo-100,PROMO,基本雷エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10040.jpg
041/SV-P,svpromo-100,PROMO,基本超エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10041.jpg
042/SV-P,card_image,PROMO,基本闘エネルギー,https://img.yuyu-tei.jp/card_image/noimage_100_140.jpg
043/SV-P,card_image,PROMO,基本悪エネルギー,https://img.yuyu-tei.jp/card_image/noimage_100_140.jpg
044/SV-P,svpromo-100,PROMO,基本鋼エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10044.jpg
045/SV-P,svpromo-100,PROMO,ふしぎなアメ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10045.jpg
046/SV-P,svpromo-100,PROMO,ネモ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10046.jpg
047/SV-P,svpromo-100,PROMO,ネモ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10047.jpg
048/SV-P,svpromo-100,PROMO,ミライドン,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10048.jpg
049/SV-P,svpromo-100,PROMO,コライドン,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10049.jpg
050/SV-P,svpromo-100,PROMO,クヌギダマ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10050.jpg
051/SV-P,svpromo-100,PROMO,セゴール,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10051.jpg
052/SV-P,svpromo-100,PROMO,ハラバリー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10052.jpg
053/SV-P,svpromo-100,PROMO,ヤバチャ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10053.jpg
054/SV-P,svpromo-100,PROMO,ドジョッチ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10054.jpg
055/SV-P,svpromo-100,PROMO,マフィティフex,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10055.jpg
056/SV-P,svpromo-100,PROMO,シュウメイ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10056.jpg
057/SV-P,svpromo-100,PROMO,ボタン,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10057.jpg
058/SV-P,svpromo-100,PROMO,ハルクジラ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10058.jpg
059/SV-P,svpromo-100,PROMO,フシギダネ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10059.jpg
060/SV-P,svpromo-100,PROMO,ヒトカゲ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10060.jpg
061/SV-P,svpromo-100,PROMO,ゼニガメ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10061.jpg
062/SV-P,svpromo-100,PROMO,イーブイ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10062.jpg
063/SV-P,svpromo-100,PROMO,シャワーズ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10063.jpg
064/SV-P,svpromo-100,PROMO,サンダース,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10064.jpg
065/SV-P,svpromo-100,PROMO,ブースター,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10065.jpg
066/SV-P,svpromo-100,PROMO,エーフィ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10066.jpg
067/SV-P,svpromo-100,PROMO,ブラッキー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10067.jpg
068/SV-P,svpromo-100,PROMO,リーフィア,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10068.jpg
069/SV-P,svpromo-100,PROMO,グレイシア,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10069.jpg
070/SV-P,svpromo-100,PROMO,ニンフィア,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10070.jpg
071/SV-P,svpromo-100,PROMO,モクロー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10071.jpg
072/SV-P,svpromo-100,PROMO,カルボウ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10072.jpg
073/SV-P,card_image,PROMO,ケロマツ,https://img.yuyu-tei.jp/card_image/noimage_100_140.jpg
074/SV-P,svpromo-100,PROMO,ピカチュウ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10074.jpg
075/SV-P,svpromo-100,PROMO,ピッピ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10075.jpg
076/SV-P,svpromo-100,PROMO,リオル,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10076.jpg
077/SV-P,card_image,PROMO,デルビル,https://img.yuyu-tei.jp/card_image/noimage_100_140.jpg
078/SV-P,card_image,PROMO,メルタン,https://img.yuyu-tei.jp/card_image/noimage_100_140.jpg
079/SV-P,svpromo-100,PROMO,基本草エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10079.jpg
080/SV-P,svpromo-100,PROMO,基本炎エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10080.jpg
081/SV-P,card_image,PROMO,基本水エネルギー,https://img.yuyu-tei.jp/card_image/noimage_100_140.jpg
082/SV-P,svpromo-100,PROMO,基本雷エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10082.jpg
083/SV-P,svpromo-100,PROMO,基本超エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10083.jpg
084/SV-P,svpromo-100,PROMO,基本闘エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10084.jpg
085/SV-P,svpromo-100,PROMO,基本悪エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10085.jpg
086/SV-P,svpromo-100,PROMO,基本鋼エネルギー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10086.jpg
087/SV-P,svpromo-100,PROMO,シルシュルー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10087.jpg
088/SV-P,svpromo-100,PROMO,タギングルex,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10088.jpg
089/SV-P,svpromo-100,PROMO,スコヴィランex,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10089.jpg
090/SV-P,svpromo-100,PROMO,キバニア,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10090.jpg
091/SV-P,svpromo-100,PROMO,エレズン,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10091.jpg
092/SV-P,svpromo-100,PROMO,ピィ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10092.jpg
093/SV-P,svpromo-100,PROMO,サナギラス,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10093.jpg
094/SV-P,svpromo-100,PROMO,ブロロローム,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10094.jpg
095/SV-P,svpromo-100,PROMO,月明かりの丘,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10095.jpg
096/SV-P,svpromo-100,PROMO,グルーシャ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10096.jpg
097/SV-P,card_image,PROMO,モトトカゲ,https://img.yuyu-tei.jp/card_image/noimage_100_140.jpg
098/SV-P,svpromo-100,PROMO,名探偵ピカチュウ,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10098.jpg
099/SV-P,svpromo-100,PROMO,コレクレー,https://img.yuyu-tei.jp/card_image/poc/100_140/svpromo-100/10099.jpg
100/SV-P,card_image,PROMO,基本草エネルギー,https://img.yuyu-tei.jp/card_image/noimage_100_140.jpg
001/025,s08a-p,PROMO,リザードン,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10001.jpg
002/025,s08a-p,PROMO,フシギバナ,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10002.jpg
003/025,s08a-p,PROMO,カメックス,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10003.jpg
004/025,s08a-p,PROMO,にせオーキドはかせ,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10004.jpg
005/025,s08a-p,PROMO,わるいギャラドス,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10005.jpg
006/025,s08a-p,PROMO,ロケット団参上!,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10006.jpg
007/025,s08a-p,PROMO,＿のピカチュウ,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10007.jpg
008/025,s08a-p,PROMO,R団のサンダー,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10008.jpg
009/025,s08a-p,PROMO,ピィ,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10009.jpg
010/025,s08a-p,PROMO,ひかるコイキング,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10010.jpg
011/025,s08a-p,PROMO,マグマ団のグラードン,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10011.jpg
012/025,s08a-p,PROMO,ブラッキー☆,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10012.jpg
013/025,s08a-p,PROMO,ロケット団の幹部,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10013.jpg
014/025,s08a-p,PROMO,ミュウex,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10014.jpg
015/025,s08a-p,PROMO,サーナイトex δ-デルタ種,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10015.jpg
016/025,s08a-p,PROMO,ネンドール,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10016.jpg
017/025,s08a-p,PROMO,レントラーGL LV.X,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10017.jpg
018/025,s08a-p,PROMO,ガブリアスC LV.X,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10018.jpg
019/025,s08a-p,PROMO,ドンファン,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10019.jpg
020/025,s08a-p,PROMO,レシラム,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10020.jpg
021/025,s08a-p,PROMO,ゼクロム,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10021.jpg
022/025,s08a-p,PROMO,ミュウツーEX,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10022.jpg
023/025,s08a-p,PROMO,ゼルネアスEX,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10023.jpg
024/025,s08a-p,PROMO,MレックウザEX,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10024.jpg
025/025,s08a-p,PROMO,カプ・テテフGX,https://img.yuyu-tei.jp/card_image/poc/100_140/s08a-p/10025.jpg
301/S-P,spromo-400,PROMO,シマボシ,https://img.yuyu-tei.jp/card_image/poc/100_140/spromo-400/10001.jpg
302/S-P,spromo-400,PROMO,アブソル,https://img.yuyu-tei.jp/card_image/poc/100_140/spromo-400/10002.jpg
303/S-P,spromo-400,PROMO,ジュン,https://img.yuyu-tei.jp/card_image/poc/100_140/spromo-400/10003.jpg
